gene,Score,p,qvalue
ZNF536,1.0,0.0,0.0
EP300,1.0,0.0,0.0
PCLO,1.0,0.0,0.0
NTRK1,1.0,0.0,0.0
FAT3,1.0,0.0,0.0
CDH10,1.0,0.0,0.0
SMARCA4,1.0,0.0,0.0
WDFY3,1.0,0.0,0.0
ADAMTS12,1.0,0.0,0.0
NALCN,1.0,0.0,0.0
ARID1A,1.0,0.0,0.0
FBN2,1.0,0.0,0.0
VCAN,1.0,0.0,0.0
NF1,1.0,0.0,0.0
ZFHX4,1.0,0.0,0.0
HSP90AA1,1.0,0.0,0.0
SETD2,1.0,0.0,0.0
EGFR,1.0,0.0,0.0
OBSCN,1.0,0.0,0.0
SMAD4,1.0,0.0,0.0
TNR,1.0,0.0,0.0
RYR3,1.0,0.0,0.0
DNAH9,1.0,0.0,0.0
KMT2C,1.0,0.0,0.0
GPR112,1.0,0.0,0.0
ARAF,1.0,0.0,0.0
KRTAP5-1,1.0,0.0,0.0
MUC17,1.0,0.0,0.0
SCAF8,1.0,0.0,0.0
CMTR2,1.0,0.0,0.0
NEB,1.0,0.0,0.0
STK11,1.0,0.0,0.0
PTPRC,1.0,0.0,0.0
SPTA1,1.0,0.0,0.0
CNDP2,1.0,0.0,0.0
SETBP1,1.0,0.0,0.0
FLG,1.0,0.0,0.0
POU3F2,1.0,0.0,0.0
RBM10,1.0,0.0,0.0
DNAH8,1.0,0.0,0.0
BRAF,1.0,0.0,0.0
MOV10,1.0,0.0,0.0
KRAS,1.0,0.0,0.0
DMD,1.0,0.0,0.0
U2AF1,1.0,0.0,0.0
ELAVL1,1.0,0.0,0.0
CSMD1,1.0,0.0,0.0
CNTNAP2,1.0,0.0,0.0
PTPRD,1.0,0.0,0.0
TP53,1.0,0.0,0.0
ITPR2,1.0,0.0,0.0
CSMD3,1.0,0.0,0.0
RELN,1.0,0.0,0.0
LRRC7,1.0,0.0,0.0
XIRP2,1.0,0.0,0.0
NXF1,1.0,0.0,0.0
SNRPD3,1.0,0.0,0.0
RYR2,1.0,0.0,0.0
APP,1.0,0.0,0.0
FER1L6,1.0,0.0,0.0
MUC16,1.0,0.0,0.0
ATM,1.0,0.0,0.0
RAF1,1.0,0.0,0.0
APC,1.0,0.0,0.0
USH2A,1.0,0.0,0.0
DNAH5,1.0,0.0,0.0
RYR1,1.0,0.0,0.0
FN1,1.0,0.0,0.0
KEAP1,1.0,0.0,0.0
RB1,1.0,0.0,0.0
HERC2,1.0,0.0,0.0
CUL1,1.0,0.0,0.0
ATF7IP,1.0,0.0,0.0
PCDH15,1.0,0.0,0.0
AHNAK2,1.0,0.0,0.0
MGA,1.0,0.0,0.0
NRXN1,1.0,0.0,0.0
LRP1B,1.0,0.0,0.0
NAV3,1.0,0.0,0.0
CTNNA2,1.0,0.0,0.0
DYNC1H1,1.0,0.0,0.0
CUL3,1.0,0.0,0.0
KDM5C,1.0,0.0,0.0
CDKN2A,1.0,0.0,0.0
PAPPA2,1.0,0.0,0.0
HYDIN,1.0,0.0,0.0
STXBP5L,1.0,0.0,0.0
RP1L1,1.0,0.0,0.0
UBC,1.0,0.0,0.0
ARID1B,1.0,0.0,0.0
HMCN1,1.0,0.0,0.0
SYNE1,1.0,0.0,0.0
ANK2,1.0,0.0,0.0
ERBB2,1.0,0.0,0.0
CTNNB1,1.0,0.0,0.0
ESR1,0.9999999,0.0023078842315369386,0.32448042511468467
NOTCH1,0.9999999,0.0023078842315369386,0.32448042511468467
EPHA5,0.9999999,0.0023078842315369386,0.32448042511468467
DOCK2,0.9999999,0.0023078842315369386,0.32448042511468467
FAT1,0.9999999,0.0023078842315369386,0.32448042511468467
FAT2,0.9999999,0.0023078842315369386,0.32448042511468467
CLCN1,0.9999999,0.0023078842315369386,0.32448042511468467
CSMD2,0.9999999,0.0023078842315369386,0.32448042511468467
COL22A1,0.9999999,0.0023078842315369386,0.32448042511468467
SNTG1,0.9999999,0.0023078842315369386,0.32448042511468467
AHNAK,0.9999999,0.0023078842315369386,0.32448042511468467
DHX15,0.9999999,0.0023078842315369386,0.32448042511468467
DYSF,0.9999999,0.0023078842315369386,0.32448042511468467
FAM47A,0.9999999,0.0023078842315369386,0.32448042511468467
CAND1,0.9999999,0.0023078842315369386,0.32448042511468467
MYO3A,0.9999999,0.0023078842315369386,0.32448042511468467
CUBN,0.9999999,0.0023078842315369386,0.32448042511468467
SORCS3,0.9999999,0.0023078842315369386,0.32448042511468467
SYNE2,0.9999999,0.0023078842315369386,0.32448042511468467
CDH7,0.99999976,0.0030563872255489066,0.3857305074889596
VCP,0.99999976,0.0030563872255489066,0.3857305074889596
PIK3CA,0.99999976,0.0030563872255489066,0.3857305074889596
UNC79,0.99999976,0.0030563872255489066,0.3857305074889596
MYH2,0.99999976,0.0030563872255489066,0.3857305074889596
ARID2,0.99999976,0.0030563872255489066,0.3857305074889596
MUC5B,0.99999976,0.0030563872255489066,0.3857305074889596
CPS1,0.99999976,0.0030563872255489066,0.3857305074889596
BIRC6,0.99999976,0.0030563872255489066,0.3857305074889596
COPS5,0.99999976,0.0030563872255489066,0.3857305074889596
RASA1,0.99999976,0.0030563872255489066,0.3857305074889596
DLC1,0.99999976,0.0030563872255489066,0.3857305074889596
LRP2,0.99999976,0.0030563872255489066,0.3857305074889596
CREBBP,0.99999964,0.003493013972055925,0.4064919611326819
RIMS2,0.99999964,0.003493013972055925,0.4064919611326819
COL5A3,0.99999964,0.003493013972055925,0.4064919611326819
KIAA0391,0.99999964,0.003493013972055925,0.4064919611326819
JUN,0.99999964,0.003493013972055925,0.4064919611326819
LAMB1,0.99999964,0.003493013972055925,0.4064919611326819
HUWE1,0.99999964,0.003493013972055925,0.4064919611326819
PIK3R1,0.99999964,0.003493013972055925,0.4064919611326819
ABCA13,0.99999964,0.003493013972055925,0.4064919611326819
COL5A2,0.9999995,0.003680139720558917,0.4064919611326819
PEG3,0.9999995,0.003680139720558917,0.4064919611326819
STIM1,0.9999995,0.003680139720558917,0.4064919611326819
DNAH7,0.9999995,0.003680139720558917,0.4064919611326819
MDM2,0.9999995,0.003680139720558917,0.4064919611326819
CNTNAP5,0.9999995,0.003680139720558917,0.4064919611326819
FMN2,0.9999994,0.003867265469061909,0.4064919611326819
ADAL,0.9999994,0.003867265469061909,0.4064919611326819
NLRP3,0.9999994,0.003867265469061909,0.4064919611326819
PTEN,0.9999994,0.003867265469061909,0.4064919611326819
MED12,0.9999994,0.003867265469061909,0.4064919611326819
LAMA2,0.9999994,0.003867265469061909,0.4064919611326819
OR1K1,0.9999994,0.003867265469061909,0.4064919611326819
ITGAX,0.9999994,0.003867265469061909,0.4064919611326819
GPR98,0.9999993,0.003929640718562943,0.4064919611326819
TG,0.9999993,0.003929640718562943,0.4064919611326819
RPL5,0.9999993,0.003929640718562943,0.4064919611326819
ITGA4,0.99999917,0.004116766467065935,0.4064919611326819
SUZ12,0.99999917,0.004116766467065935,0.4064919611326819
B2M,0.99999917,0.004116766467065935,0.4064919611326819
GOLGA2,0.99999917,0.004116766467065935,0.4064919611326819
ASTN1,0.99999905,0.004116766467065935,0.4064919611326819
MYH1,0.99999905,0.004116766467065935,0.4064919611326819
PCDH11X,0.99999905,0.004116766467065935,0.4064919611326819
BRCA1,0.9999989,0.004241516966067893,0.4064919611326819
SRRM2,0.9999989,0.004241516966067893,0.4064919611326819
DNMT3A,0.9999989,0.004241516966067893,0.4064919611326819
PLD2,0.9999989,0.004241516966067893,0.4064919611326819
ASCL3,0.9999989,0.004241516966067893,0.4064919611326819
CUL2,0.9999989,0.004241516966067893,0.4064919611326819
TENM1,0.9999989,0.004241516966067893,0.4064919611326819
LPHN3,0.9999988,0.004428642714570885,0.4064919611326819
TTK,0.9999988,0.004428642714570885,0.4064919611326819
TRIP12,0.9999988,0.004428642714570885,0.4064919611326819
DGKB,0.9999988,0.004428642714570885,0.4064919611326819
C4orf3,0.9999987,0.0044910179640719194,0.4064919611326819
COL6A6,0.9999987,0.0044910179640719194,0.4064919611326819
SLC16A9,0.9999987,0.0044910179640719194,0.4064919611326819
SORCS1,0.99999857,0.004615768463073877,0.4064919611326819
UNC13C,0.99999857,0.004615768463073877,0.4064919611326819
FBXW7,0.99999857,0.004615768463073877,0.4064919611326819
SI,0.99999857,0.004615768463073877,0.4064919611326819
FAM47C,0.99999833,0.004615768463073877,0.4064919611326819
FAT4,0.99999833,0.004615768463073877,0.4064919611326819
SLC9A9,0.99999833,0.004615768463073877,0.4064919611326819
MYH8,0.99999833,0.004615768463073877,0.4064919611326819
ASXL3,0.9999982,0.004740518962075946,0.41519692854728557
GNAS,0.999998,0.004927644710578938,0.42176974176647186
MAX,0.999998,0.004927644710578938,0.42176974176647186
SEMA5A,0.99999785,0.004990019960079861,0.42176974176647186
MARK1,0.99999785,0.004990019960079861,0.42176974176647186
APOB,0.99999774,0.0050523952095808955,0.42176974176647186
SPEF2,0.99999774,0.0050523952095808955,0.42176974176647186
UBQLN1,0.99999774,0.0050523952095808955,0.42176974176647186
NPAP1,0.99999774,0.0050523952095808955,0.42176974176647186
ZNF804A,0.99999774,0.0050523952095808955,0.42176974176647186
CRB1,0.9999976,0.00511477045908193,0.4225749531864184
MCM7,0.9999976,0.00511477045908193,0.4225749531864184
PXDNL,0.9999975,0.0052395209580838875,0.42353962026685676
WISP3,0.9999974,0.005301896207584922,0.42353962026685676
KMT2A,0.99999726,0.005301896207584922,0.42353962026685676
SPEG,0.99999726,0.005301896207584922,0.42353962026685676
EIF5,0.99999714,0.005364271457085845,0.42353962026685676
ZNF292,0.99999714,0.005364271457085845,0.42353962026685676
EIF2A,0.999997,0.005364271457085845,0.42353962026685676
VWF,0.999997,0.005364271457085845,0.42353962026685676
KIAA1109,0.999997,0.005364271457085845,0.42353962026685676
POSTN,0.9999969,0.0054266467065868795,0.42636418339791426
PARK2,0.9999968,0.005489021956087914,0.429161189815498
CCDC8,0.99999666,0.0056137724550898715,0.4367841985931091
GRIN2A,0.99999654,0.005676147704590906,0.43739084331337996
MTOR,0.99999654,0.005676147704590906,0.43739084331337996
DNAH11,0.9999964,0.005738522954091829,0.43798593289611354
MACF1,0.9999964,0.005738522954091829,0.43798593289611354
MET,0.9999962,0.005925648702594821,0.4462405660781445
PKHD1L1,0.99999607,0.006175149700598848,0.4462405660781445
HECW1,0.99999595,0.006299900199600805,0.4462405660781445
CTSV,0.99999595,0.006299900199600805,0.4462405660781445
CDH9,0.99999595,0.006299900199600805,0.4462405660781445
BLMH,0.99999595,0.006299900199600805,0.4462405660781445
LMBRD1,0.99999595,0.006299900199600805,0.4462405660781445
VPS13C,0.99999595,0.006299900199600805,0.4462405660781445
HSPA8,0.99999595,0.006299900199600805,0.4462405660781445
MYC,0.9999957,0.00636227544910184,0.4462405660781445
BAP1,0.9999957,0.00636227544910184,0.4462405660781445
NOTCH2,0.9999957,0.00636227544910184,0.4462405660781445
COL3A1,0.9999957,0.00636227544910184,0.4462405660781445
ZNF521,0.9999956,0.006487025948103797,0.4462405660781445
PTPRT,0.9999956,0.006487025948103797,0.4462405660781445
FRYL,0.9999956,0.006487025948103797,0.4462405660781445
COL4A3BP,0.99999547,0.006487025948103797,0.4462405660781445
OVCH1,0.99999547,0.006487025948103797,0.4462405660781445
PNISR,0.99999547,0.006487025948103797,0.4462405660781445
ZFP36L1,0.99999535,0.006487025948103797,0.4462405660781445
PRDM9,0.99999535,0.006487025948103797,0.4462405660781445
COL6A3,0.99999535,0.006487025948103797,0.4462405660781445
MYH4,0.99999523,0.006487025948103797,0.4462405660781445
NFIB,0.999995,0.006674151696606789,0.45405335163007826
LIN7A,0.9999949,0.006736526946107824,0.45405335163007826
CDKN1B,0.9999949,0.006736526946107824,0.45405335163007826
MB21D2,0.9999945,0.006798902195608858,0.45405335163007826
TLL2,0.9999945,0.006798902195608858,0.45405335163007826
GTF3C1,0.9999944,0.006798902195608858,0.45405335163007826
THSD7A,0.9999944,0.006798902195608858,0.45405335163007826
HSDL1,0.9999943,0.00698602794411185,0.4607903534494845
SFTPB,0.99999416,0.00698602794411185,0.4607903534494845
IGKV1-9,0.99999404,0.00698602794411185,0.4607903534494845
BCOR,0.99999356,0.007048403193612773,0.46299920650502263
NLGN4X,0.99999344,0.007110778443113808,0.4651900281070535
COPS6,0.9999933,0.007235528942115765,0.466019156905315
NCKAP1,0.9999933,0.007235528942115765,0.466019156905315
ANKRD30A,0.9999932,0.0072979041916168,0.466019156905315
DDX3X,0.9999932,0.0072979041916168,0.466019156905315
FCGBP,0.9999932,0.0072979041916168,0.466019156905315
TRRAP,0.9999932,0.0072979041916168,0.466019156905315
IQGAP2,0.99999297,0.007422654690618757,0.4702383770009385
ADAMTSL3,0.99999297,0.007422654690618757,0.4702383770009385
LRP1,0.99999285,0.007485029940119792,0.4704708230597648
WDR49,0.99999285,0.007485029940119792,0.4704708230597648
TEX15,0.9999925,0.007734530938123818,0.48236989056906054
HDAC1,0.9999925,0.007734530938123818,0.48236989056906054
TENM3,0.99999213,0.0077969061876248524,0.48250506708591173
LAMA1,0.99999213,0.0077969061876248524,0.48250506708591173
KCNIP4,0.999992,0.00792165668662681,0.4883396668202097
AKAP6,0.99999166,0.008171157684630836,0.4979745831530914
PCDHGA3,0.9999914,0.008171157684630836,0.4979745831530914
MAP3K12,0.9999913,0.008171157684630836,0.4979745831530914
CUL7,0.9999912,0.00823353293413176,0.4979889278047692
PTPRZ1,0.9999912,0.00823353293413176,0.4979889278047692
CNOT1,0.99999106,0.008295908183632794,0.49987524950100165
MXRA5,0.9999908,0.008420658682634752,0.5036056618107083
TEP1,0.9999908,0.008420658682634752,0.5036056618107083
SNCA,0.99999046,0.008483033932135786,0.5054500664099345
DYRK1A,0.9999902,0.008607784431137744,0.5085236102190092
PPP2R2A,0.9999901,0.008607784431137744,0.5085236102190092
TMPRSS2,0.99998987,0.008670159680638778,0.5085236102190092
MCM8,0.99998975,0.008732534930139813,0.5085236102190092
LTN1,0.99998975,0.008732534930139813,0.5085236102190092
PKHD1,0.9999895,0.008794910179640736,0.5085236102190092
SACS,0.9999895,0.008794910179640736,0.5085236102190092
RNF2,0.9999895,0.008794910179640736,0.5085236102190092
ZNF462,0.9999894,0.008919660678642805,0.5085236102190092
SF1,0.9999893,0.008919660678642805,0.5085236102190092
COL12A1,0.9999893,0.008919660678642805,0.5085236102190092
PAN3,0.99998903,0.008982035928143728,0.5085236102190092
PLXNA4,0.9999889,0.009044411177644762,0.5085236102190092
CITED2,0.9999889,0.009044411177644762,0.5085236102190092
NELL1,0.9999889,0.009044411177644762,0.5085236102190092
TIE1,0.9999888,0.009106786427145797,0.5085236102190092
SRGAP3,0.9999888,0.009106786427145797,0.5085236102190092
TMTC1,0.99998844,0.00916916167664672,0.5085236102190092
TRPS1,0.99998844,0.00916916167664672,0.5085236102190092
FEM1B,0.99998844,0.00916916167664672,0.5085236102190092
TLR4,0.9999883,0.009293912175648789,0.5136649115562028
BAI3,0.9999882,0.009356287425149712,0.5153353087639161
TNN,0.99998724,0.009855289421157765,0.5406813923174063
STOML3,0.9999871,0.009917664670658688,0.5406813923174063
HNRNPA1,0.9999871,0.009917664670658688,0.5406813923174063
COL5A1,0.999987,0.009980039920159722,0.5419522907047899
KCNT2,0.9999862,0.010042415169660757,0.5419522907047899
ZNF236,0.99998605,0.010042415169660757,0.5419522907047899
CACNA2D1,0.9999857,0.01010479041916168,0.5434885263030986
COL24A1,0.9999856,0.010167165668662714,0.5450144860780134
CHST9,0.99998546,0.010354291417165706,0.5501771614004711
CLSTN2,0.99998534,0.01041666666666674,0.5501771614004711
LAMA4,0.9999851,0.010479041916167664,0.5501771614004711
MAP2,0.99998474,0.010603792415169733,0.5501771614004711
PCDH7,0.9999846,0.010603792415169733,0.5501771614004711
ZNF800,0.99998415,0.010603792415169733,0.5501771614004711
OLFM3,0.99998415,0.010603792415169733,0.5501771614004711
STXBP3,0.99998415,0.010603792415169733,0.5501771614004711
KMT2D,0.999984,0.010666167664670656,0.5501771614004711
COL7A1,0.99998367,0.010666167664670656,0.5501771614004711
IRS4,0.99998343,0.01072854291417169,0.5501771614004711
ITGA8,0.99998343,0.01072854291417169,0.5501771614004711
NUP160,0.9999831,0.010790918163672725,0.5501771614004711
UBR4,0.9999831,0.010790918163672725,0.5501771614004711
LAMA5,0.9999831,0.010790918163672725,0.5501771614004711
PDZD3,0.99998283,0.010915668662674682,0.5501771614004711
KLHL1,0.99998283,0.010915668662674682,0.5501771614004711
HOXA3,0.99998283,0.010915668662674682,0.5501771614004711
BRD3,0.9999827,0.010915668662674682,0.5501771614004711
TERF2,0.9999826,0.01104041916167664,0.5526571081439621
ASTN2,0.99998236,0.011102794411177674,0.5526571081439621
HDAC9,0.99998224,0.011102794411177674,0.5526571081439621
MROH2B,0.99998224,0.011102794411177674,0.5526571081439621
UHRF1BP1L,0.99998176,0.011289920159680666,0.5564360575485147
NLRP5,0.99998164,0.011289920159680666,0.5564360575485147
TRHDE,0.9999814,0.011289920159680666,0.5564360575485147
CCDC108,0.9999809,0.0113522954091817,0.5564360575485147
HECTD4,0.9999808,0.0113522954091817,0.5564360575485147
CNTN5,0.9999802,0.011477045908183658,0.5608356457816087
YAP1,0.99998,0.011539421157684693,0.5621697334813686
NDST4,0.99997973,0.01166417165668665,0.5661237765433018
ATRNL1,0.9999796,0.011726546906187685,0.5661237765433018
ERBB4,0.9999796,0.011726546906187685,0.5661237765433018
UBP1,0.99997926,0.011851297405189642,0.5683105515160184
ANK3,0.999979,0.011851297405189642,0.5683105515160184
ATRX,0.99997854,0.011913672654690677,0.5683105515160184
KCNN2,0.99997854,0.011913672654690677,0.5683105515160184
