Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,class
ACAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005617978,1.123595506,2.0,2505.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.5,0.0,0.0,0.5,1.0,1.0,0.741289844,0.963205024,20.73397936,273.0,0.02773012,2.24e-08,2.0,3.646610919,6.492879599,14.40266567,4.986415024,-18.97642448,6.961721146,0.463362063,0.021475807,0.0
ADAMTS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,2514.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.964320154,1.0,0.024395004,0.114982849,19.47490409,234.0,0.03749509,1.26e-06,3.0,-24.689999,12.360392,0.17,4.986415,-49.55,6.961721,0.832607969,0.021475807,0.0
ADORA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,1044.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.688705234,1.0,0.03579995,0.155006938,18.51303475,330.0,0.02739502,4.16e-06,12.0,-22.845,10.639885,0.22,4.986415,-45.91,6.961721,1.680028653,0.021475807,0.0
AGBL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,1512.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.231696015,1.0,0.100583384,0.331600101,14.00870785,1041.0,-0.01843567,0.0,0.0,-23.484999,11.068512,0.04,4.986415,-47.01,6.961721,0.463362063,0.021475807,0.0
AGRN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005617978,1.123595506,2.0,6138.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.003466926,0.119,0.0,0.5,0.5,0.677506775,1.0,0.201207243,0.52382693,20.91084399,239.0,0.01491109,9.33e-06,10.0,3.646610919,6.492879599,14.40266567,4.986415024,-18.97642448,6.961721146,0.463362063,0.021475807,0.0
AJAP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,1236.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.347199168,0.765,0.0,1.0,1.0,0.141043724,1.0,0.301295571,0.66274888,12.47556777,921.0,0.003660757,1.97e-06,3.0,-24.47,12.15245,0.18,4.986415,-49.12,6.961721,0.134457815,0.021475807,0.0
AK5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,1689.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.451122662,0.071,0.0,1.0,1.0,0.812347685,1.0,0.161264312,0.455525007,18.88673047,536.0,-0.008071406,1.82e-06,8.0,-20.595,8.640324,0.19,4.986415,-41.38,6.961721,0.122378125,0.021475807,0.0
AMPD1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,2343.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.251987499,0.853,0.0,1.0,1.0,0.301295571,0.584976798,0.290023202,0.470624259,19.19616553,472.0,0.01059793,1.56e-06,5.0,-15.4,4.7247384,14.402665,4.986415,-15.4,4.7247384,1.731202571,0.021475807,0.0
AMPD2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005617978,1.123595506,2.0,2640.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.295347669,0.749,0.0,2.0,2.0,0.878734622,1.0,0.094055681,0.316390926,19.91624278,201.0,0.0290857,1.39e-05,15.0,-26.005,8.990626,14.402665,4.986415,-26.005,8.990626,0.063385493,2.31e-05,0.0
ARHGAP29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005617978,1.123595506,1.0,3786.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.239132533,0.037,0.0,1.0,1.0,0.776397516,1.0,0.06759954,0.249723119,18.83041524,327.0,-0.008548422,1.12e-05,9.0,7.075,0.8541244,7.075,0.8541244,-18.976425,6.961721,0.463362063,0.021475807,0.0
