Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,class
ACBD3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,1587.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.246885834,0.885,0.0,1.0,1.0,0.59311981,1.0,0.00494,0.031173326,19.52879041,214.0,0.02416004,0.000141362,24.0,-4.375,0.4241205,0.23,5.8582313,-8.98,4.069055,0.093362978,0.065194163,0.0
ACTN2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.005119454,0.008532423,1.462457338,2.0,2685.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.969203922,0.365,0.0,0.5,0.5,0.845308538,0.997555012,0.611246944,0.911398344,18.70448356,682.0,-0.009612596,0.000246355,62.0,19.8525,10.089383,19.8525,10.089383,-15.238464,4.069055,0.502572959,0.065194163,0.0
ADAM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,2592.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.745712155,1.0,0.417014178,0.781749398,20.69431707,214.0,0.04370952,7.29e-05,31.0,39.5,31.41074,79.13,5.8582313,-0.13,4.069055,0.080586869,0.065194163,0.0
ADAM30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,2373.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.402235166,0.222,0.0,1.0,1.0,0.259201659,1.0,0.744047619,0.964025478,18.57346302,560.0,0.009313993,0.0,0.0,-24.360001,11.741859,14.822403,5.8582313,-24.360001,11.741859,1.821560764,0.065194163,0.0
ADAMTSL4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.005119454,0.008532423,1.462457338,2.0,3225.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.318932605,0.446,0.0,0.5,0.5,0.79491256,1.0,0.218627022,0.551024944,20.49291817,152.0,0.03127347,0.000588745,107.0,11.642501,24.655807,41.06,33.146083,-17.774999,6.205764,0.502572959,0.065194163,0.0
ADSS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,1371.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.441818181,0.473,0.0,1.0,1.0,0.326797386,1.0,0.710732054,0.953418463,19.43763871,534.0,0.002229515,4.51e-05,40.0,-17.559999,6.2445775,0.11,5.8582313,-35.23,4.069055,0.502572959,0.065194163,0.0
AGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,4599.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.728862974,1.0,0.183486239,0.494608369,18.14422207,595.0,0.008860483,0.000157151,47.0,-14.645,4.3837603,0.16,5.8582313,-29.45,4.069055,0.049018146,0.065194163,0.0
AHCYL1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,1593.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.327795487,0.209,0.0,1.0,1.0,0.914913083,1.0,0.337040782,0.703589936,19.33323093,373.0,0.02916888,0.000663907,139.0,-4.8249997,0.4694805,0.02,5.8582313,-9.67,4.069055,0.06769556,0.065194163,0.0
ALG6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,1524.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.414837099,0.822,0.0,1.0,1.0,1.0,1.0,0.144969556,0.424939332,17.0272084,477.0,0.001580308,3.37e-06,6.0,-20.86,8.9126416,0.25,5.8582313,-41.97,4.069055,0.502572959,0.065194163,0.0
ANGPTL7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005119454,0.008532423,1.462457338,1.0,1041.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.724872448,0.035,0.0,1.0,1.0,0.420698359,1.0,0.423728814,0.787568483,19.15108336,491.2241537,0.016369207,0.0,3.0,-3.2649998,0.21582448,0.02,5.8582313,-6.55,4.069055,1.898057728,0.065194163,0.0
