gene,pvalue
TTN,1.0
TP53,1.0
LRP1B,1.0
ARID1A,0.99999976
UBR4,0.99999964
MUC16,0.9999995
PIK3CA,0.99999917
CSMD1,0.9999988
FBXO11,0.99999666
SETD2,0.9999957
FAT1,0.9999949
IRS4,0.9999937
CREBBP,0.999992
FANCC,0.9999918
NCOR1,0.99999154
CBLB,0.9999895
MTOR,0.9999865
IL1RN,0.99998367
IP6K2,0.99998343
MYO9A,0.99997914
KRAS,0.9999776
TEP1,0.9999738
HR,0.9999733
KAT6A,0.9999726
RBBP6,0.99996996
ANK2,0.99996996
CR2,0.99996984
LAMA4,0.9999696
DROSHA,0.99996936
CDH18,0.9999691
ATP12A,0.9999691
HECW1,0.9999684
OBSCN,0.9999671
HMCN1,0.9999671
GYS2,0.9999665
NCKAP1L,0.99996614
SREBF2,0.9999647
PLCG2,0.999964
KMT2C,0.9999634
MCF2,0.9999628
ZFYVE16,0.9999628
TNR,0.9999621
PRKCD,0.9999614
APAF1,0.9999597
CREBZF,0.99995947
TNFAIP3,0.99995923
MEN1,0.9999589
KMT2A,0.9999567
TLR5,0.9999554
NCOA2,0.99995494
RNF43,0.99995446
ATRX,0.9999509
PHKB,0.9999504
ASPM,0.9999502
NLK,0.99995005
CEBPZ,0.9999497
MAPK10,0.9999486
ZMIZ2,0.9999474
TTLL5,0.9999466
CDKN2A,0.9999461
TLR8,0.99994576
FGFR4,0.9999449
AXIN1,0.99994445
NOTCH4,0.999943
ZBTB17,0.999943
ALK,0.999943
MAPK8IP3,0.99993896
PLCE1,0.99993694
SMAD2,0.9999356
HERC2,0.9999354
MDM2,0.9999331
PLK2,0.999933
BACH1,0.99993277
MYL9,0.99993277
MVP,0.9999325
RB1CC1,0.9999293
CREB1,0.9999262
TOPBP1,0.999926
IRF7,0.9999244
USP28,0.9999229
MED1,0.99992216
TLR6,0.9999217
RORC,0.9999187
KPNA4,0.99991834
IQGAP1,0.99991727
MYH10,0.9999168
BCR,0.99991655
SAFB,0.9999162
SCN3B,0.99991584
KDM6A,0.99991536
SRC,0.99991465
TAF1,0.9999138
ACSL4,0.9999094
ZNF302,0.9999057
GABRB1,0.9999057
ERCC2,0.99990237
TDG,0.99990153
RASGRF1,0.99990046
NCOA6,0.9998995
CUL9,0.99989915
POLA1,0.99989724
ATM,0.9998964
STAT1,0.9998963
DAB2IP,0.99989605
PC,0.99989605
EHMT1,0.99989545
STEAP3,0.99989545
USP9X,0.99989235
ACTA1,0.9998921
WDR33,0.99989176
PRIM1,0.99989164
HSPA8,0.9998915
REV1,0.99988794
TCF4,0.99988675
TUBA8,0.9998859
APC,0.9998858
ATR,0.9998851
MAEA,0.999881
PBRM1,0.9998789
DACH1,0.99987805
ECD,0.99987733
ANXA7,0.99987566
CSE1L,0.9998754
TP53BP2,0.9998728
SETD1A,0.99987257
BCL6,0.9998716
STIP1,0.9998715
DCLRE1C,0.99987054
DOCK7,0.99986947
HSPA1B,0.999869
NUP155,0.99986815
FUBP1,0.99986327
PPP2R1A,0.9998622
MYBPH,0.9998555
PRKDC,0.9998554
ERBB2,0.99985397
MUC1,0.99985147
MAP1B,0.99984837
LRRC7,0.9998479
TUBGCP2,0.9998441
ZNF148,0.9998419
USP10,0.9998381
NIN,0.99983454
PRKCA,0.9998324
HMGB2,0.99983203
DYNC1I1,0.99982786
PARD3,0.99982446
VRK3,0.9998229
CTNNB1,0.9998227
BMX,0.99982184
TAF5L,0.999819
TLR4,0.9998184
BRCA1,0.99981815
PHKA2,0.9998148
DDB1,0.99981064
MYH9,0.99980396
SF3B1,0.9998035
CSNK1G3,0.9998017
KLF4,0.9998017
PIWIL1,0.9997987
